,pH,N,P,K,Temp,Rain,Crop
0,7.583656937102971,103.46974227643177,35.370339330411355,50.594925747245796,17.953150443383983,960.2737248225293,0.0
1,7.642502966613495,102.44143179041188,45.35780294600307,50.01879374481377,36.10305086907991,961.9123639139793,0.0
2,7.533189427025136,102.77060538086633,49.65354367645344,50.63399409544681,31.972160867796386,961.9941470791134,0.0
3,7.583554696005286,105.81154112271643,34.691595219072724,50.613876622589515,11.598149193569071,1036.060323663988,0.0
4,7.553746571294617,110.19362855362958,50.632317435139996,50.64228141182934,17.78762157242506,991.819793516975,0.0
5,7.588923791616296,102.54372121401268,51.070588234895354,49.874443080625184,29.38517929148377,860.4321222228821,0.0
6,7.599989200471108,103.61030403280789,43.5346052652504,49.489340005812075,26.746359817936938,840.1455392976457,0.0
7,7.348640516643434,112.71358726919235,35.59550895048079,50.00580599457012,25.637358286059474,929.0658273902453,0.0
8,7.65635096798174,111.15963537916362,37.23131485558924,50.94959938837536,24.70879518379162,981.85038228408,0.0
9,7.522666556461204,111.89309823768293,41.746629770973485,50.85849926757297,23.761724376395634,922.7677221284285,0.0
10,7.877235892463954,107.33037689882762,42.74145530334119,49.71328233851802,38.28535206696438,921.8628448359723,0.0
11,7.82492432559692,105.71812646397487,51.46401927231393,49.5545585324313,23.244807277365453,929.4565964387635,0.0
12,8.010611284429839,110.33135201997877,44.46366720691226,50.07668766256269,30.573589541674647,934.2989027026039,0.0
13,7.833314466891236,107.49168299406635,42.84995142708128,50.5090215640055,39.109011495981946,949.4661214636046,0.0
14,7.679318021108218,104.46166653364254,46.6954230291393,50.65657288959803,23.435764202369878,1030.7629236843275,0.0
15,7.764905024012913,113.38875430638842,37.46191813840973,50.20878323998396,12.948364136150268,990.1974342959234,0.0
16,7.531434488752665,108.10869831208787,43.45002598778461,49.497233357103205,39.64244718757928,940.3769146318026,0.0
17,7.784345296171467,108.44064987688903,49.602004978818215,49.51803575302044,17.570444364172722,932.0328357153861,0.0
18,7.733881438544412,105.2196159429195,47.13112481614999,49.99764597945994,34.61027744620294,973.7938181247231,0.0
19,7.4236077200742585,113.44070915713286,44.90177308885368,48.89050270513168,25.946968907603413,956.262590372951,0.0
20,7.978070280127037,108.44475868214359,63.38552047731131,49.94418787522297,29.929552749269085,924.9621984233993,0.0
21,7.468658044391996,106.3044162229506,41.336806730774654,50.3896244576023,33.929048601364485,949.2152370789707,0.0
22,8.077499025224478,108.73463502324145,35.57459757283723,49.94041438003138,34.017263052242114,977.0627173541194,0.0
23,7.529650037887925,109.63550200397374,39.757185303157165,49.3969667733092,45.767329457435466,976.7277405789217,0.0
24,7.879201460497628,118.15684233648268,55.642728448534555,49.30512428181383,24.876629687289682,934.9042928557534,0.0
25,7.1180758034662,110.46417752175773,40.17441193146127,51.173184091137415,31.222976814888966,864.371774754897,0.0
26,7.804543910695212,108.24157538474313,36.72039798439208,49.86075704282283,26.675913597133075,969.4821456388349,0.0
27,7.894898575852206,107.28700502643328,43.1031551406891,50.019639173450145,39.41777834869864,978.5823000436983,0.0
28,7.409022537665385,110.36811368781083,44.155625189329264,50.91005034114218,27.72528315005848,911.888027017515,0.0
29,7.794377800276448,113.71899713230651,46.35799145323179,50.09492269743367,32.800401444382956,944.7045708828728,0.0
30,7.543821231481564,106.14889685459745,43.622536470363364,49.941165948685324,41.41094887846114,864.2507327987489,0.0
31,7.51583895077037,109.76413149347466,44.37598471856463,50.515563548622396,31.37115857345423,957.2202479320622,0.0
32,7.619587287998324,117.43177716805309,51.45557152021678,50.200563901207886,46.848847972633635,817.849827110959,0.0
33,7.688198090814018,115.679195368445,47.164443414184504,49.645660229796206,24.40259601186698,927.0909179154115,0.0
34,7.746153132193104,103.83424334331299,41.03875789614787,50.1393783279769,23.173025252021553,840.428334338792,0.0
35,7.47899064373592,116.94738576788188,38.26493564555775,50.543354579057414,35.18874023005909,934.4596095224844,0.0
36,7.532315789141716,111.49879741753723,42.456763881902575,50.43283224166224,39.12379659055223,878.6288464565408,0.0
37,7.687028064029006,107.81738305159153,42.026213363488196,49.34259085270057,13.919742395040029,958.0355027639139,0.0
38,7.380724085103298,107.03655307957732,43.81655426541933,49.34606621325513,15.560413334433505,1020.2365646537143,0.0
39,7.618039685157462,118.76008450877237,54.494076640896076,50.46221618551931,28.580544299660673,872.2978862358653,0.0
40,7.794355874414353,102.52402359580091,33.849609093359895,50.34596397060558,17.072724551191698,894.5988141630985,0.0
41,7.700749894022591,105.65248040985263,41.73522336212785,49.13403885016277,33.75538906707479,969.2202034499713,0.0
42,7.641121406074428,108.63146672939634,41.1201603763201,49.57153982044945,37.13955040232544,953.7265587745766,0.0
43,7.619925544183602,113.14077275754737,44.34597367296385,49.53480222968887,22.599872118422734,959.1868570814229,0.0
44,7.450332099666201,113.2810697593351,46.100924851439295,49.870466341603326,23.728857766670465,867.8876549949018,0.0
45,7.766115707331137,105.65471115433753,38.58034682314437,49.885907743523894,24.545910329988708,892.558506161669,0.0
46,7.763309290451578,104.68613539296872,45.671854502390396,49.77103764915928,33.48959081733042,904.4631696677384,0.0
47,7.410387207731919,109.60908928377825,48.42028025835246,50.09679254283495,26.555721488447453,940.1282325611116,0.0
48,7.860594955852282,112.02200237431124,50.4020104610116,49.217521073756316,28.498673398067755,957.1955752763284,0.0
49,7.673634798826683,112.26196315811065,55.64899225680891,50.099862334347314,24.095375868385737,857.2604897806899,0.0
50,7.644265381817134,113.84279423406863,47.28209818775521,50.10501080380184,36.19169225088548,954.1590830757946,0.0
51,7.910366646516001,105.51943035990094,40.64978584642037,50.0227212986312,40.081642905933705,911.2041112799554,0.0
52,7.744535401415918,115.08505115572167,43.00615764102579,49.539548606917364,45.024084173523406,1022.7833050302695,0.0
53,7.628348480570411,110.63594856321168,55.31322601270648,49.35068585399172,25.967182798718444,872.723455730032,0.0
54,7.895280184069157,109.91513140027965,50.630828808310184,49.80507646005579,49.030813000380405,935.8573772297983,0.0
55,7.689842779693493,109.03302883238952,48.0982088730526,49.644906153140006,46.43807943866349,949.5133614477272,0.0
56,7.478815223910395,111.2039961155249,40.18000431134518,49.581510219088976,43.405526294430516,911.1436560089867,0.0
57,7.378656080449025,105.19073616306254,49.36966690825308,49.745153323241276,29.35783601195492,905.571075909931,0.0
58,7.5068263393716785,107.46239461999333,49.13847180795185,49.90845692439453,39.48112116781274,974.8439971358698,0.0
59,7.481257882279267,107.20958465089167,41.288345806992666,49.7087623087377,28.983949717666142,947.5960096453895,0.0
60,7.244842258635434,105.71407692681657,39.951856972616014,50.702353784605194,29.685190030433425,981.3400183364465,0.0
61,7.470349471771322,110.97975333817506,48.006967055574265,49.83641382825322,20.983251927716122,949.3346015771507,0.0
62,7.647273382381302,110.89538658993894,54.48056902011871,48.94837535537208,31.91303570276045,960.73495250867,0.0
63,7.872783114198635,107.47307453185746,41.63237098510178,50.41301572772795,32.57047283349197,972.7725005572403,0.0
64,7.502793568903052,107.58516318203222,53.11426035328849,49.73575438238378,30.626070730088323,892.0458820103453,0.0
65,7.415760355144292,114.06514215069768,50.36240267590765,50.078898803141705,28.200707591738873,908.9023156407177,0.0
66,7.651322211933261,117.32906792624286,39.83402231958434,50.742853355209164,26.987548921838403,859.9683538808582,0.0
67,7.434818351499974,107.32637280112843,46.54378743471715,49.623437881967,21.764378569993923,967.9834355107622,0.0
68,7.785239250386915,108.64525393413159,46.860174698364524,49.49769644061718,41.149240974156314,912.6682977039134,0.0
69,7.532419868291612,108.7900855276937,50.63587462049482,50.53966445845051,20.783943389504955,847.9184503875599,0.0
70,7.393563182489339,112.1559460044825,44.85783364384299,49.023643011261456,26.749140797552062,880.539299134256,0.0
71,7.374760513928098,110.7348371720454,42.95400769745658,50.18283214040313,23.41135802754079,996.6455165829956,0.0
72,7.816464246914388,111.10755925145492,51.130877763880534,50.251418027645016,26.010230773953346,869.2535226924664,0.0
73,7.57026362802906,105.815710876237,37.57925351311598,50.5757815807203,24.90631482912555,925.9734876534895,0.0
74,7.624626391687404,112.34596636563134,48.65733737863599,50.447181735199784,11.990417748397178,901.1884954900753,0.0
75,7.591007867603598,109.31555949720416,43.027249165993055,49.83093998643142,29.227268931875926,880.3778458170123,0.0
76,7.596216449050968,108.58456165404672,38.071924850547745,49.44664335658861,31.04983954645458,888.8404148432935,0.0
77,7.326103226491136,111.81596653121987,41.8417533695358,50.254994344762686,27.57444278024958,919.8550937683927,0.0
78,7.546031273658125,102.45140010577128,42.81643033837672,49.97737506785981,31.50462093175253,933.9549115286612,0.0
79,7.975273609165658,118.63356729928867,39.314857681281374,51.34462324596342,33.14605259756417,971.8975874154419,0.0
80,7.580074822450577,110.82576706781583,40.68675491384004,50.04958367839733,38.08176699401578,951.2564963434288,0.0
81,7.592166056638568,109.35828388985249,47.35151864769063,50.076524800283615,25.489921858490348,882.0762197920741,0.0
82,8.125699234416416,105.14152421421947,52.45270364044209,49.314333830723875,24.720423867008375,929.130478388179,0.0
83,7.562659690762084,111.8633064489856,45.148057226515256,50.64867719728711,32.935753065857526,955.0627056305484,0.0
84,7.253294531744113,108.90263704700864,43.7585143936604,49.91007991242558,35.39679821695671,868.6432639919325,0.0
85,7.736773139912313,109.45324400998962,45.7349836051755,50.08649191667353,33.027482674659325,950.6687913322495,0.0
86,7.383040373306585,107.9112792424464,42.07381085470221,49.847570160198,14.030890937461283,1003.3407922033942,0.0
87,7.5963543500182045,109.87339255720613,51.07257668021111,50.46634633520449,24.532409607545798,874.9132785063573,0.0
88,7.763446396635863,104.3706566475354,47.50266898467161,50.36762171099302,20.923670338023925,916.7033822923543,0.0
89,7.659583869139357,109.04512676722901,40.26334326375675,50.41427717413577,34.68055047442075,903.112638493754,0.0
90,8.004624275748853,102.23352954067252,46.84887556498879,49.77915459628919,43.07265524949428,1022.7764926861918,0.0
91,7.614853724277532,111.52175466496283,42.65737526990704,49.98808642086439,30.6808095264169,927.4678719523492,0.0
92,7.427850010721618,104.23063367929275,45.792141975354625,49.591857975289386,38.076313538071176,1005.2688409842763,0.0
93,7.567712012171034,108.48660276830407,47.06419270485057,50.120849372664985,22.23843936130458,1022.518043120738,0.0
94,7.698488595989411,109.2482263319265,51.6478686941669,49.01562387118591,32.901765055795096,1025.1825183541391,0.0
95,7.511286029402494,112.44046804478631,39.86273297526449,49.555189035349024,22.821268501992407,995.6258230593776,0.0
96,7.342737905051351,108.6586667765345,50.92937055183171,51.14505553027932,33.595642135307614,967.1906420061889,0.0
97,7.85596715824117,108.56195698568469,37.14440402933292,50.71493225616136,27.820195701490736,888.1083131927842,0.0
