Unnamed: 0,pH,N,P,K,Temp,Rain,Crop
886,6.662291812405817,32.86352501900709,54.59091517241624,50.89098774174865,28.05215959294016,753.6026689997717,8.0
250,6.8467472139278,88.75724122552194,33.174789402836005,45.36700880344748,30.82563478923377,1040.8256854170916,2.0
121,6.680570410588048,178.57768401031672,108.64953252168787,99.85392043104513,31.979587464913998,703.364081957795,1.0
771,5.9305738518479325,110.30948606673064,45.717142875335306,50.13893083271422,43.08332524764934,1318.426738315542,7.0
203,6.565920120852586,77.54861111949008,31.50542844530542,45.21686197182162,45.066728267238446,946.8155872114976,2.0
822,6.179626396862681,25.841575203201927,47.67009393572559,49.82213672380745,26.528952506555896,614.9116844945414,8.0
580,7.962393270733965,87.59046972034878,32.329303320472135,9.136163447794909,37.76139092913567,587.3751890704955,5.0
388,6.875533537226326,44.395840212786894,21.61495848378704,20.73824304989636,35.46031195749741,508.1601696170579,3.0
365,7.837156361345236,50.50255138639946,26.195201308862234,18.88121745916071,47.66964485512607,484.74337454682166,3.0
688,7.875664072213861,96.94742067546244,45.45354400751707,50.0965685189142,22.127476216444634,92.94085378583654,6.0
761,6.45539433005326,111.674556743008,45.72831905036446,49.79632401399939,19.674076947882128,1350.7060201249649,7.0
780,6.048514318154148,113.67389044096878,50.22014941689747,50.24733511036324,24.157977947875438,1394.5659420133898,7.0
400,6.960683733234388,20.9620209279208,76.06646151161668,19.084510043650308,27.701509071777632,776.5216653477801,4.0
692,7.440045061269364,102.8429601748069,51.58927557217184,50.97297983527721,25.42051068347905,185.98489711278995,6.0
297,6.601976357320857,82.07884499336016,40.04164299719615,45.07499378893407,12.13267310676455,989.1151251504768,2.0
848,6.927483888973347,30.29576995315792,51.3316191658235,49.82979900732197,28.863050447289478,629.3975339105305,8.0
870,6.494432974949067,26.370161230530734,53.41518324007034,51.301572238476446,30.559671560461727,691.2616171079184,8.0
836,6.733745618712564,29.343345094307686,50.71209799773408,49.95431157141397,25.540591857495432,678.9845836398906,8.0
54,7.895280184069157,109.91513140027963,50.63082880831018,49.80507646005579,49.030813000380405,935.8573772297984,0.0
102,7.038082610613926,173.28711842943883,104.75743475788344,99.2044770502328,41.72118195687662,694.2704018653797,1.0
163,6.548926973245995,172.29366920333425,101.613944708646,100.0896044018812,31.809117694833382,783.6041949113724,1.0
641,7.4737931023213315,99.69358068520182,53.81524066196073,50.444503965274805,27.69059907851756,168.00296511905623,6.0
280,6.837886922861427,79.56833744371059,39.61641983589247,45.57731147663057,13.328383523701682,943.1506144001144,2.0
587,7.663311449005673,83.52819850569188,18.08321369508721,9.25322992712075,34.372584288503255,613.7379690268594,5.0
519,7.376550921545859,86.18013770185789,15.738452786924803,9.761006353013435,40.14946666020761,577.0986696628916,5.0
610,7.610236556571148,107.69317701053392,54.4582654867385,50.37989896860221,13.890983594155788,189.3664478727364,6.0
817,6.521943094561022,30.560606778427747,55.4335665814862,49.78645103591437,31.13375852887175,592.0765472445773,8.0
766,6.051330707581679,103.94066238094295,43.0822264657722,49.92472923730137,14.88241423531517,1261.7826631734792,7.0
2,7.533189427025136,102.77060538086631,49.65354367645344,50.63399409544681,31.972160867796383,961.9941470791134,0.0
471,7.336533945058044,19.8257463873817,64.34747988491205,19.263223018078712,30.874240132497235,852.7992333086223,4.0
351,7.755038037249839,56.97895016212337,22.19487798248072,20.21650178161696,31.53399105467133,386.8141065506521,3.0
188,6.772188326763895,173.16623097725446,94.53720383337834,100.53898644817416,27.044557616506545,827.6914117513334,1.0
421,7.282259162995509,27.98141484756341,64.45404354383624,19.89797305754741,24.862382115765087,779.3250982754168,4.0
555,7.414605937581572,90.32283783869212,29.745611543608558,9.418372585935654,45.00294743679234,637.0247262148821,5.0
218,6.593701310388108,83.79124441291626,39.46887174624041,44.97285437452166,34.43219866633992,1034.7117572879888,2.0
212,6.73252529217694,90.64793299631933,36.50076235918683,45.58039596455043,18.295384896040886,961.3408546792012,2.0
738,6.502917002529378,106.70731137833528,47.88729731834906,49.805130330926815,9.868938058846794,1312.907284563962,7.0
628,7.522071634158215,99.63688458925648,50.10928410118077,50.44350249009405,14.949931502963237,150.94865096247017,6.0
183,6.826985181987791,182.9596994541733,98.45650137872276,99.86808864868723,24.72680121543938,804.8753199399913,1.0
26,7.804543910695212,108.24157538474311,36.72039798439208,49.86075704282283,26.675913597133075,969.4821456388348,0.0
301,7.801702094078468,49.325018879367455,21.359265409643967,19.54206022732945,25.985911009385735,387.2512592386975,3.0
526,7.465819155701133,88.64518375225303,20.48399913119473,9.129491702412096,25.436193175547743,682.5176507322453,5.0
336,7.643710683575126,50.389187398635165,23.55960263982708,20.21388401691918,27.082000370475928,365.7662838260562,3.0
220,6.279330147361433,78.3052759719353,34.18008238680552,43.55653761935262,22.68350979875484,902.4520684286754,2.0
507,7.919698596489154,87.1881839254749,21.72792648172,10.739202117952544,39.674953899026015,579.5882444312267,5.0
847,7.372680751344367,27.380576448325755,49.242252007596186,49.29260383856625,26.52238464392076,691.4103040166219,8.0
317,7.711109108936616,47.34153618570089,24.889215207714035,20.611990265154567,38.31670799585562,541.4306391446964,3.0
286,6.684900700793835,84.07125178892254,29.670154925377854,44.279221863477005,40.266498417364936,1034.3259193840486,2.0
647,8.048056017374416,96.87741139409626,57.45068991510371,49.52398083502829,27.53483239419136,125.2033224741725,6.0
759,5.950138890497717,111.41660201725128,52.63573771707632,50.689402182722034,20.015498319264964,1347.0012339328855,7.0
568,7.380970257447249,89.76685441128743,24.702928319395323,10.21423065591681,38.43891318364237,668.6909280130927,5.0
827,6.20375993911441,36.669887025654205,53.74208751925909,50.35073141273008,10.55334847046108,615.312421446713,8.0
792,5.907117709796089,111.19289393000528,49.85550266887192,49.340470644970296,11.972217197343548,1331.6289900317142,7.0
90,8.004624275748853,102.23352954067252,46.84887556498879,49.77915459628919,43.07265524949428,1022.7764926861918,0.0
